"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"13704",1,"MORNINGSIDE HEIGHTS      ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1976,1,NA,"D7","3060 BROADWAY                            ","            ",10027,36,5,41," 9,983 "," 48,060 ",1913,2,"D7"," 35,250,000 ","2/10/2016",35250000,48060,9983,0
"13787",1,"MURRAY HILL              ","07  RENTALS - WALKUP APARTMENTS             ","2B",895,12,NA,"C5","113 EAST 39TH   STREET                   ","            ",10016,7,1,8," 1,646 "," 6,055 ",1920,2,"C5"," 4,395,000 ","1/21/2016",4395000,6055,1646,0
"13791",1,"MURRAY HILL              ","07  RENTALS - WALKUP APARTMENTS             ","2B",914,21,NA,"C5","243 EAST 33RD   STREET                   ","            ",10016,9,0,9," 1,481 "," 4,170 ",1920,2,"C5"," 29,000,000 ","2/8/2016",2.9e+07,4170,1481,0
"13792",1,"MURRAY HILL              ","07  RENTALS - WALKUP APARTMENTS             ","2",914,61,NA,"C7","497 3 AVENUE                             ","            ",10016,12,1,13," 2,027 "," 8,510 ",1930,2,"C7"," 11,250,000 ","3/15/2016",11250000,8510,2027,0
"13793",1,"MURRAY HILL              ","08  RENTALS - ELEVATOR APARTMENTS           ","2",861,27,NA,"D7","31-37 EAST 31ST   STREET                 ","            ",10016,92,3,95," 8,459 "," 91,500 ",1914,2,"D7"," 82,431,000 ","9/10/2015",82431000,91500,8459,0
"13794",1,"MURRAY HILL              ","08  RENTALS - ELEVATOR APARTMENTS           ","2",866,13,NA,"D6","15 EAST 36TH   STREET                    ","            ",10016,55,1,56," 7,406 "," 43,696 ",1940,2,"D6"," 33,000,000 ","4/7/2016",3.3e+07,43696,7406,0
"13795",1,"MURRAY HILL              ","08  RENTALS - ELEVATOR APARTMENTS           ","2A",893,8,NA,"D9","107 EAST 37 STREET                       ","            ",10016,6,0,6," 2,074 "," 8,000 ",1920,2,"D9"," 7,600,000 ","8/3/2016",7600000,8000,2074,0
"13796",1,"MURRAY HILL              ","08  RENTALS - ELEVATOR APARTMENTS           ","2",895,82,NA,"D9","114-116 EAST 40TH STREET                 ","            ",10016,35,2,37," 3,950 "," 26,178 ",1925,2,"D9"," 20,534,927 ","9/10/2015",20534927,26178,3950,0
"14380",1,"SOHO                     ","07  RENTALS - WALKUP APARTMENTS             ","2",476,85,NA,"C7","42-44 GRAND STREET                       ","            ",10013,16,1,17," 2,506 "," 10,150 ",1900,2,"C7"," 12,100,000 ","7/8/2016",12100000,10150,2506,0
"14382",1,"SOHO                     ","07  RENTALS - WALKUP APARTMENTS             ","2",491,27,NA,"C4","552 BROOME ST                            ","            ",10013,11,0,11," 2,113 "," 8,470 ",1900,2,"C4"," 7,100,000 ","8/9/2016",7100000,8470,2113,0
"14383",1,"SOHO                     ","07  RENTALS - WALKUP APARTMENTS             ","2",516,14,NA,"C5","152 THOMPSON STREET                      ","            ",10012,30,0,30," 4,908 "," 20,195 ",1900,2,"C5"," 21,000,000 ","9/16/2015",2.1e+07,20195,4908,0
"14619",1,"SOHO                     ","14  RENTALS - 4-10 UNIT                     ","2A",230,7,NA,"S9","325 CANAL STREET                         ","            ",10013,4,2,6," 1,725 "," 5,456 ",1915,2,"S9"," 7,250,000 ","7/28/2016",7250000,5456,1725,0
"14620",1,"SOHO                     ","14  RENTALS - 4-10 UNIT                     ","2B",232,13,NA,"S9","125 GRAND STREET                         ","            ",10013,6,2,8," 4,022 "," 14,800 ",1910,2,"S9"," 20,377,000 ","5/5/2016",20377000,14800,4022,0
"14621",1,"SOHO                     ","14  RENTALS - 4-10 UNIT                     ","2A",489,4,NA,"S4","61 SULLIVAN STREET                       ","            ",10012,4,1,5," 1,680 "," 5,474 ",1900,2,"S4"," 8,050,000 ","10/13/2015",8050000,5474,1680,0
"14622",1,"SOHO                     ","14  RENTALS - 4-10 UNIT                     ","2B",489,13,NA,"S5","81 SULLIVAN STREET                       ","            ",10012,6,1,7," 2,500 "," 6,297 ",1900,2,"S5"," 11,000,000 ","10/14/2015",1.1e+07,6297,2500,0
"15362",1,"TRIBECA                  ","14  RENTALS - 4-10 UNIT                     ","2A",144,12,NA,"S4","155 DUANE STREET                         ","            ",10013,4,1,5," 641 "," 3,205 ",1910,2,"S4"," 7,700,000 ","1/15/2016",7700000,3205,641,0
"15363",1,"TRIBECA                  ","14  RENTALS - 4-10 UNIT                     ","2A",193,20,NA,"S4","293 CHURCH STREET                        ","            ",10013,4,1,5," 1,613 "," 7,100 ",1910,2,"S4"," 11,500,000 ","3/30/2016",11500000,7100,1613,0
"15473",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1390,10,NA,"C5","9 EAST 75TH STREET                       ","18",10021,18,1,19," 2,554 "," 13,176 ",1952,2,"C5"," 28,700,000 ","6/10/2016",28700000,13176,2554,0
"15475",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1395,21,NA,"C7","145 EAST 60TH   STREET                   ","            ",10022,16,2,18," 4,017 "," 10,671 ",1900,2,"C7"," 42,592,206 ","10/13/2015",42592206,10671,4017,0
"15476",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1395,44,NA,"C5","162 EAST 61ST STREET                     ","            ",10065,7,0,7," 1,908 "," 5,130 ",1920,2,"C5"," 4,655,081 ","9/10/2015",4655081,5130,1908,0
"15477",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1397,29,NA,"C2","163 EAST 62ND STREET                     ","5",10065,5,0,5," 1,575 "," 3,520 ",1910,2,"C2"," 6,750,000 ","9/9/2015",6750000,3520,1575,0
"15480",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1432,15,NA,"C5","239 EAST 77TH   STREET                   ","            ",10075,16,0,16," 2,554 "," 7,400 ",1910,2,"C5"," 7,500,000 ","11/19/2015",7500000,7400,2554,0
"15481",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1440,19,NA,"C4","341 EAST 65TH   STREET                   ","            ",10065,20,0,20," 2,711 "," 10,060 ",1910,2,"C4"," 8,250,000 ","8/3/2016",8250000,10060,2711,0
"15482",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1440,20,NA,"C4","343 EAST 65TH   STREET                   ","            ",10065,20,0,20," 2,711 "," 10,060 ",1910,2,"C4"," 8,250,000 ","8/3/2016",8250000,10060,2711,0
"15486",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1448,24,NA,"C7","1363 1 AVENUE                            ","            ",10021,9,1,10," 1,875 "," 6,000 ",1910,2,"C7"," 9,400,000 ","1/25/2016",9400000,6000,1875,0
"15489",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1451,42,NA,"C5","324 EAST 77TH   STREET                   ","            ",10075,24,0,24," 2,554 "," 9,770 ",1910,2,"C5"," 1,250,000 ","5/13/2016",1250000,9770,2554,0
"15490",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1453,42,NA,"C4","322 EAST 79TH   STREET                   ","            ",10075,10,0,10," 2,043 "," 6,015 ",1910,2,"C4"," 4,500,000 ","1/6/2016",4500000,6015,2043,0
"15491",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1473,10,NA,"C4","413 EAST 78TH   STREET                   ","            ",10075,12,0,12," 2,554 "," 7,500 ",1910,2,"C4"," 5,750,000 ","9/11/2015",5750000,7500,2554,0
"15493",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1473,24,NA,"C7","1481 YORK AVENUE                         ","            ",10075,8,1,9," 1,875 "," 7,500 ",1910,2,"C7"," 7,350,000 ","10/15/2015",7350000,7500,1875,0
"15510",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1412,16,NA,"D7","1104 LEXINGTON AVENUE                    ","17",10075,10,7,17," 3,065 "," 16,890 ",1929,2,"D7"," 52,600,000 ","4/6/2016",52600000,16890,3065,0
"15511",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1417,28,NA,"D6","1191 2 AVENUE                            ","            ",10065,186,5,191," 15,564 "," 207,284 ",1964,2,"D6"," 180,000,000 ","3/9/2016",1.8e+08,207284,15564,0
"15512",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1429,128,NA,"D3","244 EAST 75TH STREET                     ","            ",10021,24,0,24," 2,147 "," 12,882 ",1930,2,"D3"," 13,728,697 ","9/10/2015",13728697,12882,2147,0
"15513",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1432,27,NA,"D9","266-268 EAST 78TH STREET                 ","            ",10075,17,1,18," 2,511 "," 22,761 ",1981,2,"D9"," 20,690,536 ","9/10/2015",20690536,22761,2511,0
"15514",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1437,17,NA,"D9","341-343 EAST 62ND STREET                 ","            ",10065,17,0,17," 3,414 "," 11,900 ",1910,2,"D9"," 12,870,755 ","9/10/2015",12870755,11900,3414,0
"15515",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1437,29,NA,"D9","1147 FIRST AVENUE                        ","            ",10065,75,2,77," 6,522 "," 67,880 ",1900,2,"D9"," 54,316,839 ","9/10/2015",54316839,67880,6522,0
"15517",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1443,25,NA,"D9","1269 FIRST AVENUE                        ","            ",10065,20,3,23," 3,690 "," 15,490 ",1910,2,"D9"," 17,750,000 ","6/29/2016",17750000,15490,3690,0
"15518",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1447,23,NA,"D6","1347 1 AVENUE                            ","            ",10021,144,1,145," 11,238 "," 173,031 ",1962,2,"D6"," 130,000,000 ","3/9/2016",1.3e+08,173031,11238,0
"15519",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1451,11,NA,"D9","343 EAST 76TH STREET                     ","            ",10021,24,0,24," 2,554 "," 12,750 ",1920,2,"D9"," 8,568,524 ","9/10/2015",8568524,12750,2554,0
"15520",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1452,26,NA,"D9","1485 FIRST AVENUE                        ","            ",10075,19,1,20," 2,550 "," 16,100 ",1940,2,"D9"," 14,141,682 ","9/10/2015",14141682,16100,2550,0
"16460",1,"UPPER EAST SIDE (59-79)  ","11A CONDO-RENTALS                           ","2C",1378,1001,NA,"RR","35 EAST 63RD   STREET                    ","RU          ",10065,8,0,8," -   "," 22,591 ",1910,2,"RR"," 2,400,000 ","7/13/2016",2400000,22591,NA,0
"16461",1,"UPPER EAST SIDE (59-79)  ","11A CONDO-RENTALS                           ","2",1414,1402,NA,"RR","220 EAST 60TH STREET                     ","RES         ",10022,42,0,42," -   "," 37,492 ",2006,2,"RR"," 810,000 ","5/18/2016",810000,37492,NA,0
"17074",1,"UPPER EAST SIDE (59-79)  ","14  RENTALS - 4-10 UNIT                     ","2B",1395,23,NA,"S5","149 EAST 60TH   STREET                   ","            ",10022,6,1,7," 2,008 "," 6,380 ",1910,2,"S5"," 21,296,103 ","10/13/2015",21296103,6380,2008,0
"17075",1,"UPPER EAST SIDE (59-79)  ","14  RENTALS - 4-10 UNIT                     ","2B",1395,24,NA,"S9","151 EAST 60TH   STREET                   ","            ",10022,6,2,8," 2,008 "," 6,600 ",1910,2,"S9"," 58,054,254 ","10/13/2015",58054254,6600,2008,0
"17076",1,"UPPER EAST SIDE (59-79)  ","14  RENTALS - 4-10 UNIT                     ","2B",1395,120,NA,"S5","143 EAST 60TH   STREET                   ","            ",10022,6,1,7," 1,608 "," 5,820 ",1900,2,"S5"," 17,054,697 ","10/13/2015",17054697,5820,1608,0
"17077",1,"UPPER EAST SIDE (59-79)  ","14  RENTALS - 4-10 UNIT                     ","2B",1416,25,NA,"S9","1169 2ND AVENUE                          ","            ",10065,6,2,8," 1,920 "," 6,136 ",1920,2,"S9"," 8,250,000 ","11/5/2015",8250000,6136,1920,0
"17078",1,"UPPER EAST SIDE (59-79)  ","14  RENTALS - 4-10 UNIT                     ","2B",1429,27,NA,"S5","1435 2 AVENUE                            ","            ",10021,6,1,7," 1,362 "," 4,340 ",1910,2,"S5"," 2,306,564 ","10/26/2015",2306564,4340,1362,0
"17080",1,"UPPER EAST SIDE (59-79)  ","14  RENTALS - 4-10 UNIT                     ","2A",1440,113,NA,"S4","327 EAST 65 STREET                       ","            ",10065,4,1,5," 2,008 "," 6,400 ",1920,2,"S4"," 6,600,000 ","6/30/2016",6600000,6400,2008,0
"17509",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1508,43,NA,"C5","172 EAST 80TH   STREET                   ","            ",10075,8,0,8," 1,914 "," 4,648 ",1915,2,"C5"," 6,300,000 ","11/24/2015",6300000,4648,1914,0
"17510",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1510,69,NA,"C7","957 PARK AVENUE                          ","            ",10028,9,2,11," 2,516 "," 11,460 ",1915,2,"C7"," 16,000,000 ","12/1/2015",1.6e+07,11460,2516,0
"17513",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1522,34,NA,"C7","1664 3 AVENUE                            ","            ",10128,8,1,9," 2,500 "," 13,003 ",1910,2,"C7"," 9,750,000 ","1/20/2016",9750000,13003,2500,0
"17514",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1526,144,NA,"C4","206 EAST 81ST   STREET                   ","            ",10028,24,0,24," 2,775 "," 13,000 ",1920,2,"C4"," 11,000,000 ","7/28/2016",1.1e+07,13000,2775,0
"17519",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1535,17,NA,"C4","227 EAST 89TH STREET                     ","            ",10128,20,0,20," 2,517 "," 10,465 ",1920,2,"C4"," 12,500,000 ","9/28/2015",12500000,10465,2517,0
"17520",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1540,13,NA,"C5","221 EAST 94TH   STREET                   ","            ",10128,20,0,20," 2,491 "," 9,735 ",1910,2,"C5"," 9,750,000 ","2/19/2016",9750000,9735,2491,0
"17522",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1543,45,NA,"C4","318 EAST 81ST   STREET                   ","            ",10028,8,0,8," 3,058 "," 5,520 ",1920,2,"C4"," 9,250,000 ","5/25/2016",9250000,5520,3058,0
"17523",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1544,38,NA,"C1","326 EAST 82ND   STREET                   ","            ",10028,71,0,71," 7,663 "," 49,002 ",1910,2,"C1"," 27,000,000 ","1/15/2016",2.7e+07,49002,7663,0
"17526",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1547,35,NA,"C1","342 EAST 85TH STREET                     ","            ",10028,16,0,16," 2,554 "," 11,236 ",1920,2,"C1"," 9,850,000 ","12/24/2015",9850000,11236,2554,0
"17527",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1547,45,NA,"C1","312 EAST 85TH STREET                     ","            ",10028,25,0,25," 2,860 "," 11,760 ",1910,2,"C1"," 10,435,682 ","9/10/2015",10435682,11760,2860,0
"17528",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1549,30,NA,"C7","1665 FIRST AVENUE                        ","            ",10028,14,2,16," 1,898 "," 8,922 ",1915,2,"C7"," 7,936,409 ","9/10/2015",7936409,8922,1898,0
"17530",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1552,20,NA,"C4","331 EAST 89TH   STREET                   ","            ",10128,10,0,10," 2,517 "," 8,090 ",1920,2,"C4"," 7,325,000 ","3/15/2016",7325000,8090,2517,0
"17531",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1552,32,NA,"C1","334 EAST 90TH STREET                     ","            ",10128,20,0,20," 2,518 "," 8,590 ",1930,2,"C1"," 7,600,000 ","3/17/2016",7600000,8590,2518,0
"17536",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1562,14,NA,"C1","423 EAST 82ND   STREET                   ","            ",10028,20,0,20," 2,554 "," 8,555 ",1905,2,"C1"," 7,100,000 ","12/17/2015",7100000,8555,2554,0
"17537",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1563,18,NA,"C1","445-451 EAST 83RD STREET                 ","            ",10028,10,0,10," 2,563 "," 9,750 ",1910,2,"C1"," 39,213,245 ","9/10/2015",39213245,9750,2563,0
"17539",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1567,15,NA,"C1","431 EAST 87TH   STREET                   ","            ",10128,11,0,11," 2,870 "," 5,091 ",1930,2,"C1"," 5,000,000 ","4/1/2016",5e+06,5091,2870,0
"17540",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1567,42,NA,"C1","410 EAST 88TH   STREET                   ","            ",10128,17,0,17," 2,517 "," 8,465 ",1920,2,"C1"," 6,700,000 ","10/20/2015",6700000,8465,2517,0
"17541",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1570,6,NA,"C1","405 EAST 90TH STREET                     ","            ",10128,15,0,15," 2,518 "," 8,870 ",1920,2,"C1"," 7,025,000 ","8/10/2016",7025000,8870,2518,0
"17542",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1578,39,NA,"C3","524 EAST 82ND   STREET                   ","            ",10028,4,0,4," 1,916 "," 5,036 ",1920,2,"C3"," 4,925,000 ","11/9/2015",4925000,5036,1916,0
"17546",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1580,18,NA,"C1","529 EAST 83RD   STREET                   ","            ",10028,15,0,15," 2,554 "," 9,185 ",1915,2,"C1"," 6,490,575 ","10/6/2015",6490575,9185,2554,0
"17547",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1583,8,NA,"C5","515 EAST 86TH   STREET                   ","            ",10028,4,0,4," 2,215 "," 6,060 ",1925,2,"C5"," 9,699,984 ","12/29/2015",9699984,6060,2215,0
"17548",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1583,8,NA,"C5","515 EAST 86TH STREET                     ","            ",10028,4,0,4," 2,215 "," 6,060 ",1925,2,"C5"," 1,500,016 ","9/17/2015",1500016,6060,2215,0
"17550",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2B",1497,52,NA,"D9","50 EAST 86TH STREET                      ","            ",10028,8,1,9," 2,065 "," 8,765 ",1920,2,"D9"," 20,000,000 ","12/1/2015",2e+07,8765,2065,0
"17551",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2A",1504,26,NA,"D9","53 EAST 92ND   STREET                    ","            ",10128,5,0,5," 1,711 "," 5,092 ",1920,2,"D9"," 10,000,000 ","4/19/2016",1e+07,5092,1711,0
"17552",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1521,64,NA,"D3","118 EAST 93RD   STREET                   ","            ",10128,38,0,38," 6,543 "," 42,857 ",1926,2,"D3"," 38,500,000 ","7/21/2016",38500000,42857,6543,0
"17553",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1526,34,NA,"D1","228 EAST 81ST STREET                     ","            ",10028,28,0,28," 2,596 "," 10,060 ",1930,2,"D1"," 12,108,449 ","9/10/2015",12108449,10060,2596,0
"17554",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1528,11,NA,"D9","221 EAST 82ND STREET                     ","            ",10028,24,0,24," 2,596 "," 12,195 ",1981,2,"D9"," 11,133,687 ","9/10/2015",11133687,12195,2596,0
"17555",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1528,13,NA,"D9","225 EAST 82ND   STREET                   ","            ",10028,27,0,27," 2,639 "," 11,838 ",1965,2,"D9"," 11,850,000 ","8/11/2016",11850000,11838,2639,0
"17558",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1548,36,NA,"D6","336 EAST 86TH   STREET                   ","            ",10028,66,2,68," 8,174 "," 62,990 ",1961,2,"D6"," 10,125,000 ","7/29/2016",10125000,62990,8174,0
"17559",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1558,31,NA,"D9","336-338 EAST 96TH STREET                 ","            ",10128,68,0,68," 6,042 "," 34,687 ",1996,2,"D9"," 3,803,589 ","10/29/2015",3803589,34687,6042,0
"17562",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1562,144,NA,"D1","402 EAST 83RD STREET                     ","            ",10028,27,0,27," 2,656 "," 16,380 ",1930,2,"D1"," 11,156,612 ","9/10/2015",11156612,16380,2656,0
"17563",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1563,8,NA,"D1","417-419 EAST 83RD STREET                 ","            ",10028,25,0,25," 3,405 "," 16,572 ",1990,2,"D1"," 8,841,730 ","9/10/2015",8841730,16572,3405,0
"17565",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1564,12,NA,"D9","425 EAST 84TH STREET                     ","            ",10028,11,0,11," 2,043 "," 8,470 ",1976,2,"D9"," 6,689,027 ","9/10/2015",6689027,8470,2043,0
"17566",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1570,21,NA,"D7","1731-1735 YORK AVENUE                    ","            ",10128,265,4,269," 14,654 "," 279,945 ",1986,2,"D7"," 139,600,000 ","5/11/2016",139600000,279945,14654,0
"18403",1,"UPPER EAST SIDE (79-96)  ","11A CONDO-RENTALS                           ","2",1496,1102,NA,"RR","1010 PARK AVENUE                         ","DSU         ",10028,11,0,11," 13,211 "," 88,672 ",2016,2,"RR"," 24,961,050 ","6/28/2016",24961050,88672,13211,0
"19057",1,"UPPER EAST SIDE (79-96)  ","14  RENTALS - 4-10 UNIT                     ","2A",1544,104,NA,"S5","301 EAST 81ST   STREET                   ","            ",10028,5,1,6," 1,279 "," 4,916 ",1910,2,"S5"," 5,750,000 ","2/1/2016",5750000,4916,1279,0
"19058",1,"UPPER EAST SIDE (79-96)  ","14  RENTALS - 4-10 UNIT                     ","2A",1548,146,NA,"S9","310 EAST 86TH STREET                     ","            ",10028,2,2,4," 1,788 "," 4,704 ",1915,2,"S9"," 12,500,000 ","4/13/2016",12500000,4704,1788,0
"19059",1,"UPPER EAST SIDE (79-96)  ","14  RENTALS - 4-10 UNIT                     ","2B",1577,49,NA,"S9","500 EAST 81ST STREET                     ","            ",10028,6,2,8," 1,825 "," 7,925 ",1920,2,"S9"," 8,650,000 ","10/29/2015",8650000,7925,1825,0
"19142",1,"UPPER EAST SIDE (96-110) ","08  RENTALS - ELEVATOR APARTMENTS           ","2A",1615,55,NA,"D6","1642 MADISON AVENUE                      ","            ",10029,5,1,6," 1,900 "," 9,825 ",2009,2,"D6"," 1,000,000 ","11/12/2015",1e+06,9825,1900,0
"19211",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1121,39,NA,"C5","14 WEST 69TH   STREET                    ","            ",10023,14,0,14," 2,510 "," 7,380 ",1910,2,"C5"," 12,250,000 ","3/24/2016",12250000,7380,2510,0
"19216",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1123,57,NA,"C5","54 WEST 71ST   STREET                    ","            ",10023,10,0,10," 2,008 "," 6,669 ",1900,2,"C5"," 9,000,000 ","9/28/2015",9e+06,6669,2008,0
"19217",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1127,50,NA,"C5","32 WEST 75TH STREET                      ","            ",10023,8,0,8," 2,043 "," 6,195 ",1910,2,"C5"," 9,750,000 ","4/21/2016",9750000,6195,2043,0
"19221",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1146,37,NA,"C5","104 WEST 75TH STREET                     ","            ",10023,10,0,10," 2,094 "," 6,817 ",1910,2,"C5"," 7,050,000 ","3/10/2016",7050000,6817,2094,0
"19222",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1147,52,NA,"C5","152 WEST 76TH STREET                     ","            ",10023,10,0,10," 2,180 "," 6,602 ",1910,2,"C5"," 7,050,000 ","3/10/2016",7050000,6602,2180,0
"19224",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1148,55,NA,"C5","156 WEST 77TH STREET                     ","            ",10024,10,0,10," 2,043 "," 6,218 ",1900,2,"C5"," 4,130,000 ","3/10/2016",4130000,6218,2043,0
"19225",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1162,109,NA,"C2","257 WEST 70TH   STREET                   ","            ",10023,6,0,6," 1,707 "," 4,300 ",1900,2,"C2"," 4,425,000 ","9/16/2015",4425000,4300,1707,0
"19226",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1162,124,NA,"C1","215 WEST 70TH   STREET                   ","            ",10023,7,0,7," 1,456 "," 4,686 ",1900,2,"C1"," 3,939,000 ","5/12/2016",3939000,4686,1456,0
"19228",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1164,56,NA,"C1","260 WEST 73RD   STREET                   ","            ",10023,9,0,9," 1,907 "," 6,347 ",1900,2,"C1"," 7,000,000 ","9/17/2015",7e+06,6347,1907,0
"19229",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1183,24,NA,"C1","317 WEST 71ST STREET                     ","            ",10023,10,0,10," 1,737 "," 5,380 ",1900,2,"C1"," 5,400,000 ","8/16/2016",5400000,5380,1737,0
"19236",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1185,39,NA,"C1","328 WEST 76TH                            ","            ",10023,8,0,8," 3,167 "," 6,705 ",1910,2,"C1"," 2,000,000 ","6/9/2016",2e+06,6705,3167,0
